//Nota : Ce fichier d'exportation au format CSV ne doit pas être ouvert par double clic sur le fichier !;;;;
//Veuillez ouvrir ce fichier via la commande de menu Fichier > Ouvrir de MS-Excel;;;;
$_Languages;;;;
11881;Configuration incohérente/Spécification du NameOfStation;Configuración/especificación incoherente del nombre de dispositivo;Inconsistent configuration/specification of the NameOfStation;
28265;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;Para otra interfaz de este módulo ya se ha configurado/asignado un nombre de dispositivo idéntico al especificado para esta interfaz.;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;
11882;Configuration incohérente/Spécification de l'adresse IP;Configuración/especificación incoherente de la dirección IP;Inconsistent configuration/specification of the IP address;
28266;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;Para otra interfaz ya se ha configurado/asignado una dirección IP que se encuentra en la misma subred que la dirección IP de esta interfaz.;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;
14056;;;;
30440;;;;
14184;Court-circuit;Cortocircuito;Short circuit;
30568;Contrôlez l'état des câbles de liaison.;Compruebe el estado de las líneas de conexión.;Check the status of the connection lines.;
14312;Sous-tension;Baja tensión;Low voltage;
30696;Contrôlez l'alimentation en tension.;Compruebe la fuente de alimentación.;Verify the power supply.;
14440;Surtension;Sobretensión;Overvoltage;
30824;Contrôlez l'alimentation en tension.;Compruebe la fuente de alimentación.;Verify the power supply.;
14568;Surcharge;Sobrecarga;Overload;
30952;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configuration.;
14696;Surchauffe;Sobretemperatura;Overtemperature;
31080;Contrôlez les caractéristiques techniques des composants liés.;Compruebe los datos técnicos de los componentes conectados.;Check the technical specifications of the connected components.;
14824;Rupture de fil;Rotura de hilo;Wire break;
31208;Contrôlez l'état des câbles de liaison.;Compruebe el estado de las líneas de conexión.;Check the status of the connection lines.;
14952;Limite supérieure dépassée;Límite superior excedido;High limit exceeded;
31336;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configuration.;
15080;Limite inférieure sous-dépassée;Límite inferior excedido;Low limit exceeded;
31464;Contrôlez les caractéristiques techniques des composants liés ou le paramétrage.;Compruebe los datos técnicos de los componentes conectados o la parametrización.;Check the technical specifications of the  connected components and the configuration.;
15208;Erreur;Fallo;Error;
31592;;;;
15336;Simulation active;Simulación activa;Simulation active;
31720;;;;
15464;réservé;Reservado;Reserved;
31848;;;;
15592;réservé;Reservado;Reserved;
31976;;;;
15720;réservé;Reservado;Reserved;
32104;;;;
15848;réservé;Reservado;Reserved;
32232;;;;
15976;Paramètre manquant;Falta el parámetro;Parameter missing;
32360;;;;
16104;Erreur de paramétrage;Error de parametrización;Parameter assignment error;
32488;Cause : paramètres de module incorrects. Solution : vérifiez et corrigez les paramètres. Rechargez ensuite les paramètres.;Causa: Parámetros de módulo incorrectos. Solución: Comprobar parámetros y corregir. Seguidamente cargar de nuevo.;Cause: Bad module parameter. Remedy: Check and correct parameter. Then reload.;
16232;Absence de tension capteur ou de charge;Falta tensión de sensores o de carga;Power supply fault;
32616;Cause : absence de tension d'alimentation. Solution : vérifiez le câblage ou branchez l'alimentation.;Causa: Falta tensión de carga. Solución: Comprobar el cableado o conectar la alimentación eléctrica.;Cause: No power supply. Remedy: Check wiring or turn on power supply.;
48;Fusible defectueux;Fusible defectuoso;Fuse blown / open;
16432;Cause : surcharge. Solution : supprimez la cause de la surcharge. Remplacez ensuite le fusible.;Causa: Sobrecarga. Solución: Eliminar la causa de la sobrecarga. Seguidamente sustituir el fusible.;Cause: Overload. Remedy: Remove cause of overload. The replace fuse.;
176;Emplacement non accessible;El slot no responde;Slot cannot be addressed;
16560;Cause : erreur de communication à cause multiple. Solution : dépend de la cause.;Causa: Error de comunicación de diferente origen. Solución: Depende de la causa.;Cause: Communication error with various possible causes. Remedy: Depends on cause.;
304;Défaut à la masse;Defecto a masa;Ground fault;
16688;Cause : dépassement de la tension mode commun ou rupture du câble M. Solution : vérifiez et corrigez le câblage.;Causa: Tensión en modo común rebasada o rotura del cable de masa. Solución: Comprobar el cableado y eliminar el fallo.;Cause: Common mode voltage exceeded or M cable disconnected. Remedy: Check wiring and correct.;
432;Erreur de voie de référence;Error del canal de referencia;Reference point list;
16816;Cause : erreur de voie de référence. Solution : voir le manuel.;Causa: Error en el canal de referencia. Solución: Véase el manual.;Cause: Error on reference channel. Remedy: See manual.;
560;Alarme de processus perdue;Alarma de proceso perdida;Process event lost / sampling error;
16944;Cause : alarme de processus. Solution : modifiez le traitement de l'alarme par la CPU ou modifiez le paramétrage du module.;Causa: Alarma de proceso. Solución: Cambiar el procesamiento de alarmas de la CPU o cambiar la parametrización del módulo.;Cause: Hardware interrupt. Remedy: Change interrupt handling of the CPU or change parameter assignment of  module.;
688;Avertissement actionneur;Advertencia de actuador;Threshold warning;
17072;Cause : actionneur signale un dépassement d'une valeur limite. Solution : vérifiez la compatibilité du module et de l'actionneur.;Causa: El actuador notifica el rebase de un valor límite. Solución: Comprobar la compatibilidad entre el módulo y el actuador.;Cause: Actuator signaling a limit value violation. Remedy: Check interaction of module and actuator.;
816;Coupure actionneur;Desconexión de actuador;Output disabled;
17200;Cause : problème d'actionneur détecté. Solution : supprimez la cause du problème.;Causa: Se ha detectado un problema con el actuador. Solución: Eliminar la causa.;Cause: Problem detected on actuator. Remedy: Find and eliminate cause.;
944;Arrêt de sécurité;Desconexión orientada a seguridad;Safety event;
17328;Cause : erreur de voie détectée. Solution : vérifiez la voie et supprimez l'erreur.;Causa: Se ha detectado un fallo en el canal. Solución: Comprobar el canal y eliminar el fallo.;Cause: Error detected on channel. Remedy: Check channel and correct problem..;
1072;Défaut externe;Error externo;External fault;
17456;Cause : Erreur de capteur/actionneur détectée. Solution : remplacez le capteur/actionneur ou vérifiez le câblage.;Causa: Se ha detectado un fallo en el sensor/actuador. Solución: Sustituir el sensor/actuador o comprobar el cableado.;Cause: Problem detected on sensor/actuator. Remedy: Replace sensor/actuator or check wiring.;
1200;Défaut non spécifié;Error no definido;Unidentified error;
17584;Cause : ne peut être spécifiée. Solution : voir le manuel.;Causa: No se puede especificar con detalle. Solución: Véase el manual.;Cause: Cannot be specified in greater detail. Remedy: See manual.;
1328;réservé;Reservado;Reserved;
17712;;;;
1456;Erreur 1 dans actionneur / capteur;Fallo 1 en actuador / sensor;Fault 1 in actuator/sensor;
17840;;;;
1584;Erreur 2 dans actionneur / capteur;Fallo 2 en actuador / sensor;Fault 2 in actuator/sensor;
17968;;;;
1712;Erreur temporaire;Fallo temporal;Temporary error;
18096;;;;
14200;Transmission de données impossible; @5W%t#PNPNIOC-20110429@;Transferencia de datos imposible; @5W%t#PNPNIOC-20110429@;Data transmission impossible; @5W%t#PNPNIOC-20110429@;
30584;Aide : transmission de données impossible; @5W%t#PNPNIOC-20110429@;Ayuda: Transferencia de datos imposible; @5W%t#PNPNIOC-20110429@;Help: Data transmission impossible; @5W%t#PNPNIOC-20110429@;
14264;Pas de connexion physique au port;No hay conexión física en el puerto;No physical connection on port;
30648;Une surveillance de port a été configurée, mais il n'existe pas de connexion physique au port.
 Causes possibles :
 - pas de câble enfiché
 - câble défectueux
 - câble incorrect pour paramètres de port fixes
 - appareil partenaire désactivé;Se ha configurado la vigilancia del puerto, pero no hay conexión física en el mismo.
 Causas posibles:
 - No está enchufado ningún cable
 - Cable defectuoso
 - Cable erróneo en la configuración de puerto
 - Dispositivo partner desconectado;Port monitoring was configured, there is however no physical connection on the port.
 Possible causes:
 - No cable plugged in
 - Cable defective
 - Wrong cable with fixed port settings
 - Partner device turned off;
14265;Erreur pour "Support de transmission/Duplex";Error en "Soporte de transferencia/dúplex";Error with "Transfer medium/duplex";
30649;"Support de transmission / Duplex" a été configuré ; la sélection de port déterminée par Autonegotiation ne correspond pas à la configuration.
 Causes possibles :
 - le partenaire fonctionne avec une présélection fixe de port
 - le partenaire ne prend pas ;"Soporte de transferencia / dúplex" se ha configurado; la configuración de puerto determinada actualmente por autonegociación no concuerda con el estándar.
 Causas posibles:
 - El partner utiliza una configuración de puerto estándar diferente
 - El partner;"Transfer medium / duplex" was configured; the current port setting resulting from autonegotiation does not match the configured setting.
 Possible causes:
 - The partner is operating with a fixed but different port setting
 - The partner does not support ;
14266;Erreur à la vérification des données de câble;Error al comprobar los datos de línea;Error during cable data check;
30650;Causes possibles :
 - La longueur de câble déterminée dépasse celle configurée
 - Le câblage réel ne correspond pas à la connexion du port configurée.
 - Les données de câble ne peuvent pas être contrôlées, car le partenaire ne prend pas en charge la mesur;Causas posibles:
 - La longitud de línea determinada es superior al valor predeterminado en la configuración.
 - El cableado real no se corresponde con la interconexión de puerto configurada.
 - Los datos de línea no se pueden copmrobar porque el partner n;Possible causes:
 - The discovered cable length is longer than the one configured.
 - The actual cabling does not match the configured port interconnection.
 - The cable data could not be checked because the partner does not support cable length measuremen;
14328;Erreur partenaire; @5W%t#PNPNIOC-20110429@;Error en el partner; @5W%t#PNPNIOC-20110429@;Remote mismatch; @5W%t#PNPNIOC-20110429@;
30712;Aide : erreur partenaire; @5W%t#PNPNIOC-20110429@;Ayuda: Error en el partner; @5W%t#PNPNIOC-20110429@;Help: Remote mismatch; @5W%t#PNPNIOC-20110429@;
14392;Partenaire incorrect;Partner incorrecto;Wrong partner;
30776;Une connexion de port a été configurée, un autre partenaire a été déterminé pour le port.
Solutions :
 - modifier le câblage de la connexion de port
 - écrire le nom du partenaire dans la connexion de port;Se ha configurado una conexión de puerto, pero en el puerto se ha detectado un partner diferente.
Soluciones:
 - Adaptar el cableado de la conexión de puerto configurada
 - Adoptar el nombre de dispositivo del partner en la conexión de puerto;A port interconnection was configured but a different partner was detected at the port.
Remedies:
 - Adapt the cabling of the configured port interconnection
 - Adopt the device name of the partner in the port interconnection;
14393;Port partenaire incorrect;Puerto partner erróneo;Wrong partner port;
30777;Une connexion de port a été configurée, un autre port partenaire a été déterminée pour le port.

 Solutions :
 - modifier le câblage de la connexion de port configurée
 - modifier la connexion de port dans la configuration;Se ha configurado una conexión de puerto, pero en el puerto se ha determinado un puerto partner diferente.

 Soluciones:
 - Adaptar el cableado de la conexión de puerto configurada
 - Adaptar la conexión de puerto en la configuración;A port interconnection was configured but a different partner port was detected at the port.

 Remedy:
 - Adapt the cabling of the configured port interconnection
 - Adapt the port interconnection in the configuration;
14394;IRT (Top Performance) impossible sur ce port;IRT (Top Performance) no es posible en este puerto;IRT (top performance) not possible at this port;
30778;Causes possibles :
 - Autres erreurs de communication sur ce port ou sur le port partenaire empêchent IRT (solution : voir autres diagnostics, remédier d'abord à ceux-ci)
 - port partenaire configuré incorrect pour le mode IRT, c-à-d. configuration manquan;Causas posibles:
 - Otros errores de comunicación en este puerto o en el puerto partner impiden el modo IRT (solución: v. otros diagnósticos y corregirlos primero)
 - El puerto partner no está configurado correctamente para el modo IRT, es decir, la config;Possible causes:
 - Other communications errors on this or on the partner port are preventing IRT (remedy: refer to other diagnostic information, eliminate these problems first)
 - Partner port is not correctly configured for IRT mode, i.e. bad or old conf;
14395;Incohérence pour "Support de transmission / Duplex";Incoherencia en "Soporte de transferencia / dúplex";Inconsistency in "transmission medium / duplex";
30779;"Support de transmission/Duplex" a été configuré ; les options sélectionnées pour le port ne sont pas compatibles avec celles sélectionnées pour le port partenaire.
 Causes possibles :
 - Le partenaire fonctionne avec des options fixes prédéfinies différen;Se ha configurado el "Medio de transmisión/dúplex"; el ajuste local del puerto no es compatible con el ajuste del puerto partner.
 Causas posibles:
 - el partner utiliza un ajuste fijo diferente
 - Este puerto tiene conectado un convertidor de medios, hub ;"Transmission medium/duplex" was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner is operating with fixed but different port settings
 - Media converter, hub or non PNIO compliant de;
14396;Incohérence de la configuration MRP / du câblage;Incoherencia en la configuración MRP / cableado;Inconsistent MRP configuration / wiring;
30780;Domaine MRP configuré ; la sélection locale du port ne correspond pas à celle du port partenaire.
 Causes possibles :
 - les ports ne sont pas correctement connectés; un port anneau est connecté à un port non anneau
 - le partenaire n'a pas de configuratio;Se ha configurado un dominio MRP, pero la configuración del puerto local no concuerda con la configuración del puerto partner.
 Causas posibles:
 - Los puertos están mal conectados; se ha conectado un puerto en anillo con otro que no es un puerto en anillo;MRP domain was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The ports are incorrectly connected; a ring port was connected to a non-ring port
 - The partner has no or an unsuitable configura;
14397;Le voisin n'a pas pu être détecté;Imposible detectar el vecino;The neighbor could not be identified;
30781;Une connexion de port a été configurée, un partenaire précis n'a pas été détecté pour le port.
 Causes possibles :
 - appareil non conforme PN-IO connecté à ce port
 - connexion de port configurée, mais aucun appareil connecté ou appareil partenaire désact;Se ha configurado una conexión de puerto, en el puerto no se ha detectado exactamente un partner.
 Causas posibles:
 - Este puerto tiene conectado un dispositivo no conforme con PN-IO 
 - La conexión de puerto está configurada pero no hay ningún dispositiv;A port interconnection was configured but a single partner was not detected at the port.
 Possible causes:
 - Non PNIO compliant device connected to this port
 - Port interconnection configured but no device connected or partner device turned off, cable de;
14398;Incohérence de la configuration MRRT;Incoherencia en la configuración MRRT;Inconsistent MRRT configuration;
30782;L'attribut MRRT  a été configuré; les options sélectionnées pour le port ne sont pas compatibles avec celles du port partenaire.
 Causes possibles :
 - Le partenaire n'a pas de configuration ou a une configuration incompatible
 - Le partenaire ne prend pas;Se ha configurado la característica MRRT; el ajuste local del puerto no es compatible con el ajuste del puerto partner.
 Causas posibles:
 - el partner no tiene configuración o su configuración no es apropiada
 - el partner no es compatible con la caracter;The MRRT feature was configured; the local setting of the port does not match the setting of the partner port.
 Possible causes:
 - The partner has no or an unsuitable configuration
 - The partner does not support the MRRT feature;
14399;Différence à la détermination de longueur de câble;Diferencia al determinar la longitud del cable;Difference in cable length measurement;
30783;"Support de transmission / Duplex" a été configuré. Les deux partenaires ont déterminé des longueurs de câble différentes de @2D%1d@ ns. Des causes possibles sont :
 - Utilisation du convertisseur de supports de transmission
 - Appareil non conforme à PN-I;Se ha configurado "Soporte de transferencia / dúplex". Ambos partner han detectado longitudes de cable con una diferencia de @2D%1d@ ns. Causas posibles:
 - Uso del convertidor de medios
 - Dispositivo no conforme con PN IO conectado a este puerto

 Soluci;"Transmission medium / Duplex" was configured. The two partners have cable lengths that differ by @2D%1d@ ns. Possible causes may be:
 - Use of media converter
 - Non PN-IO conform device connected to this port

 Remedy: Adapt configuration and select "Aut;
14408;Nom de domaine Sync utilisé plusieurs fois;El nombre del dominio Sync se utiliza repetidas veces;Sync domain name used more than once;
30792;Deux domaines Sync de même nom ont été configurés dans le réseau Ethernet.
Solution : modifier la configuration
- séparer plusieurs domaines Sync par des fins de Boundaries (recommandation de principe pour limiter la propagation des télégrammes Multicastfr;En la subred Ethernet se han configurado dos dominios Sync con el mismo nombre.
Solución: Corregir la configuración
- Separar varios dominios Sync mediante fin de Boundaries del dominio Sync (se trata de una recomendación general para limitar la expansión ;Two sync domains with the same name were configured in the Ethernet subnet.
Remedy: Adapt the configuration
- Separate multiple sync domains with end of the sync domain boundaries (this is a basic recommendation to limit the propagation of the multicast fr;
14456;Erreur de redondance de supports de transmission; @5W%t#PNPNIOC-20110429@;Error de redundancia de medios; @5W%t#PNPNIOC-20110429@;Media redundancy mismatch; @5W%t#PNPNIOC-20110429@;
30840;Aide : erreur de redondance de supports de transmission; @5W%t#PNPNIOC-20110429@;Ayuda: Redundancia de medios; @5W%t#PNPNIOC-20110429@;Help: Media redundancy mismatch; @5W%t#PNPNIOC-20110429@;
14520;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;El manager de redundancia no puede asumir la función configurada.;Redundancy manager cannot adopt the configured role;
30904;Signifie que le gestionnaire de redondance configuré remplit le rôle de client et qu'un gestionnaire de redondance ayant une plus haute priorité assume le rôle de gestionnaire et surveille l'anneau.
Solution : Configurez pour tous les appareils ne devant p;Indica que el manager de redundancia asume la función de cliente y que otro manager de redundancia de mayor prioridad se ha hecho cargo de la función de manager y supervisa el anillo.
Solución: configurar la función de cliente en todos los dispositivos que;Indicates that the configured redundancy manager adopts the role of client, another higher-priority redundancy manager has taken over the role of manager and is monitoring the ring.
Remedy: Configure the client role on all devices that are not intended to ;
14521;Anneau ouvert;Anillo abierto;Ring opened;
30905;Indique que l'anneau est interrompu unilatéralement. La redondance n'est plus garantie.
Causes possibles :
 - un câble de liaison entre les deux ports anneau est défectueux.
 Solution : remplacer le câble anneau défectueux;Indica que el anillo se ha interrumpido unilateralmente. No se garantiza la redundancia.
Causas posibles:
 - Un cable de unión entre los puertos en anillo está defectuoso.
 Solución: Sustituir el cable de anillo defectuoso;Indicates that the ring has been interrupted. Redundancy is no longer effective.
Possible causes:
 - A connecting cable between ring ports is defective.
 Remedy: Replace defective ring cable;
14522;Redondance RT plus garantie;Redundancia RT no garantizada;RT redundancy not effective;
30906;Indique que l'anneau n'est pas fermé pour la communication RT. Causes possibles :
 - une ou plusieurs stations dans l'anneau prennent en charge la redondance NRT mais pas la redondance RT de l'anneau
 - une ou plusieurs stations prennent en charge la redon;Indica que el anillo para la comunicación RT no está cerrado. Causas posibles:
 - En el anillo se encuentran uno o varios equipos que soportan la redundancia de anillo NRT, pero no la redundancia RT
 - Uno o varios equipos soportan la redundancia RT, pero ;Indicates that the ring is not closed for RT communication. Possible causes:
 - There are one or more stations in the ring that support NRT ring redundancy but not RT redundancy
 - One or more stations support RT redundancy however they were not enabled.
 ;
14523;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;En el anillo se encuentran varios administradores de redundancia;There is more than one redundancy manager in the ring;
30907;Indique que plusieurs appareils assument le rôle de gestionnaire de redondance dans l'anneau. L'état de l'anneau est instable.
Causes possibles :
 au sein de l'anneau se trouve un appareil prenant en charge le rôle de gestionnaire de redondance et des appa;Indica que en el anillo se encuentran varios dispositivos que asumen la función de manager de redundancia. El estado del anillo es inestable.
Causas posibles:
 En el anillo se encuentra un dispositivo que sólo soporta la función de manager de redundancia j;Indicates that more than one device in the ring adopts the redundancy manager role. The ring status is unstable.
Possible causes:
 There is a device in the ring that only supports the redundancy manager role along with devices with automatic manager/client;
14584;Perte de synchronisation; @5W%t#PNPNIOC-20110429@;Pérdida de sincronización; @5W%t#PNPNIOC-20110429@;Sync mismatch; @5W%t#PNPNIOC-20110429@;
30968;Aide : perte de synchronisation; @5W%t#PNPNIOC-20110429@;Ayuda: Pérdida de sincronización; @5W%t#PNPNIOC-20110429@;Help: Sync mismatch; @5W%t#PNPNIOC-20110429@;
14648;L'esclave Sync ne sera pas synchronisé;No se sincroniza el SyncSlave;Sync slave will not be synchronized;
31032;La station est un esclave Sync et n'est pas synchronisée.
Causes possibles :
 - le maître Sync n'est pas disponible (solution : activer le maître Sync, contrôler le câble)
 - entre le maître Sync et cette station se trouvent des appareils ne prenant pas en;El equipo es un SyncSlave y no se sincroniza.
Causas posibles:
 - El SyncMaster no está disponible (solución: conectar el SyncMaster, comprobar el cable)
 - Entre el SyncMaster y este equipo se encuentran dispositivos no aptos para sincronización (solución;The station is a sync slave and it is not synchronized.
Possible causes:
 - The sync master is not available (Remedy: Turn on sync master, check cable)
 - there are devices that are not sync-compliant between the sync master and this station (Remedy: Adapt;
14651;Station non synchrone;Equipo no síncrono;Station not synchronized;
31035;La synchronisation se trouve hors de la plage de tolérance ; le signal de référence ne possède pas la précision requise.
Causes possibles :
 - la station se synchronise de nouveau; ceci est un état temporaire
 - le signal de référence perd sa précision req;La sincronización está fuera del rango de tolerancia; la señal de referencia no es lo suficientemente exacta.
Causas posibles:
 - El equipo se resincroniza; éste es un estado temporal
 - La señal de referencia pierde su precisión necesaria en el tramo de t;Synchronization is outside the range of tolerance; the reference signal is not accurate enough.
Possible causes:
 - Station resynchronizes itself; this is a temporary status
 - The reference signal loses its required accuracy on the transmission path (reme;
14712;Erreur de synchronisme d'horloge; @5W%t#PNPNIOC-20110429@;Error de modo isócrono; @5W%t#PNPNIOC-20110429@;Isochronous mode mismatch; @5W%t#PNPNIOC-20110429@;
31096;Aide : erreur de synchronisme d'horloge; @5W%t#PNPNIOC-20110429@;Ayuda: Error de modo isócrono; @5W%t#PNPNIOC-20110429@;Help: Isochronous mode mismatch; @5W%t#PNPNIOC-20110429@;
14840;Erreur Multicast CR; @5W%t#PNPNIOC-20110429@;Error CR multicast; @5W%t#PNPNIOC-20110429@;Multicast CR mismatch; @5W%t#PNPNIOC-20110429@;
31224;Aide : Erreur CR Multicast; @5W%t#PNPNIOC-20110429@;Ayuda: Error CR multicast; @5W%t#PNPNIOC-20110429@;Help: Multicast CR mismatch; @5W%t#PNPNIOC-20110429@;
14968;réservé; @5W%t#PNPNIOC-20110429@;Reservado; @5W%t#PNPNIOC-20110429@;Reserved; @5W%t#PNPNIOC-20110429@;
31352;Aide : réservée; @5W%t#PNPNIOC-20110429@;Ayuda: Ayuda; @5W%t#PNPNIOC-20110429@;Help: Reserved; @5W%t#PNPNIOC-20110429@;
15096;Erreur fibre optique; @5W%t#PNPNIOC-20110429@;Error fibra óptica; @5W%t#PNPNIOC-20110429@;Fiber optics mismatch; @5W%t#PNPNIOC-20110429@;
31480;Aide : erreur fibre optique; @5W%t#PNPNIOC-20110429@;Ayuda: Error fibra óptica; @5W%t#PNPNIOC-20110429@;Help: Fiber optics mismatch; @5W%t#PNPNIOC-20110429@;
15160;Réserve système FO critique;Reserva de sistema de fibra óptica crítica;FO link power margin critical;
31544;La réserve système FO se trouve en -dessous du seuil @2D%1d@ dB 
Solution : nettoyer ou remplacer le câblage FO;La reserva de sistema FO se encuentra por debajo del umbral de @2D%1d@ dB
Solución: limpiar o sustituir el cableado FO inmediatamente;The FO link power margin is below the @2D%1d@ dB threshold
Remedy: Clean or replace the FO cabling immediately;
15224;Erreur de fonctionnement du composant réseau; @5W%t#PNPNIOC-20110429@;Error de función del componente de red; @5W%t#PNPNIOC-20110429@;Network component function mismatch; @5W%t#PNPNIOC-20110429@;
31608;Aide : erreur de fonctionnement du composant réseau; @5W%t#PNPNIOC-20110429@;Ayuda: Error de función del componente de red; @5W%t#PNPNIOC-20110429@;Help: Network component function mismatch; @5W%t#PNPNIOC-20110429@;
15288;Paquets de données rejetés pour surcharge;Debido a sobrecarga se han rechazado paquetes de datos;Data packets discarded due to overload;
31672;@2D%1d@ paquets de données au minimum ont été rejetés en raison d'un manque temporaire de ressources.
Causes possibles :
 - réservation de largeur de bande pour IRT et charge supplémentaire NRT (solution : réserver une largeur de bande moins grande)
 - reg;Como mínimo @2D%1d@ paquetes de datos han sido rechazados por escasez de recursos.
Causas posibles:
 - Elevada reserva de ancho de banda para IRT y carga NRT adicional (solución: reducir la reserva de ancho de banda)
 - Agrupación de pequeñas cargas de com;At least @2D%1d@ data packets were discarded due to a lack of resources.
Possible causes:
 - High bandwidth reservation for IRT and additional NRT load (Remedy: reduce bandwidth reservation)
 - Bundling of small communication load from various sources on o;
15352;Erreur d'horloge; @5W%t#PNPNIOC-20110429@;Error de tiempo; @5W%t#PNPNIOC-20110429@;Time mismatch; @5W%t#PNPNIOC-20110429@;
31736;Aide : erreur de temporisation; @5W%t#PNPNIOC-20110429@;Ayuda: Error de tiempo; @5W%t#PNPNIOC-20110429@;Help: Time mismatch; @5W%t#PNPNIOC-20110429@;
15928;Configuration incohérente/Spécification du routeur par défaut;Configuración incoherente/especificación del gateway predeterminado;Inconsistent configuration / specification of the standard gateway;
32312;Un autre routeur par défaut a été configuré pour au moins une autre interface. 
Attention : Il n'est pas possible de dire quel routeur par défaut sera utilisé pour cet appareil !;Se ha configurado un gateway predeterminado como mínimo para otro interface. Este gateway es distinto de lo especificado para este interface. 
Atención: en este dispositivo no está claro cuál de los gateways predeterminados configurados se utilizará.;A standard gateway has been configured for at least one additional interface that differs from the one specified.
Caution: For this device it is not clear which of the configured standard gateways will be active.;
15929;Configuration incohérente/Spécification du NameOfStation;Configuración/especificación incoherente del nombre de dispositivo;Inconsistent configuration/specification of the NameOfStation;
32313;Un NameOfStation a déjà été configuré /attribué pour une autre interface de ce module. Il est identique au nom par défaut de cette interface.;Para otra interfaz de este módulo ya se ha configurado/asignado un nombre de dispositivo idéntico al especificado para esta interfaz.;A NameOfStation which is identical to the specification for this interface has already been configured/specified for another interface of this module.;
15930;Configuration incohérente/Spécification de l'adresse IP;Configuración/especificación incoherente de la dirección IP;Inconsistent configuration/specification of the IP address;
32314;Une adresse IP a déjà été configurée/attribuée pour une autre interface. Elle se trouve dans le même sous-réseau que l'adresse IP de cette interface.;Para otra interfaz ya se ha configurado/asignado una dirección IP que se encuentra en la misma subred que la dirección IP de esta interfaz.;An IP address which is in the same subnet as the IP address of this interface has already been configured/assigned for another interface.;
13096;Défaillance de l'alimentation en tension gauche;Fallo tensión de alimentación izquierda;Failure of power supply left;
29480;;;;
13097;Défaillance de l'alimentation en tension droit;Fallo tensión de alimentación derecha;Failure of power supply right;
29481;;;;
13608;Erreur de paramétrage: Autre sous-réseau non configuré;Error de configuración: Otra subred no configurada;Projection fault: Other subnet not projected;
29992;;;;
13609;Erreur de paramétrage: Configuration divergente des sous-réseaux;Error de configuración: Configuración divergente de las subredes;Projection fault: Difference between netsides;
29993;;;;
13611;Erreur de paramétrage: DIA activé, mais aucune donnée d'entrée n'est configurée;Error de configuración: DIA activo, pero no hay datos de entrada configurados;Projection fault: DIA set, but no Input data configured;
29995;;;;
14120;Data  invalid;Data  invalid;Data  invalid;
30504;;;;
