//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.;;;;
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel;;;;
$_Languages;;;;
29400;Compruebe el estado de las líneas de con;Check the status of the connection lines;Contrôlez l'état des câbles de liaison.;
96;Límite superior excedido;High limit exceeded;Limite supérieure dépassée;
16480;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
3488;Límite inferior excedido;Low limit exceeded;Limite inférieure sous-dépassée;
19872;Compruebe los datos técnicos de los comp;Check the technical specifications of th;Contrôlez les caractéristiques technique;
6880;Fallo;Error;Erreur;
23264;;;;
10272;Simulación activa;Simulation active;Simulation active;
26656;;;;
13664;Reservado;Reserved;réservé;
30048;;;;
744;Reservado;Reserved;réservé;
17128;;;;
4136;Reservado;Reserved;réservé;
20520;;;;
7528;Reservado;Reserved;réservé;
23912;;;;
10920;Falta el parámetro;Parameter missing;Paramètre manquant;
27304;;;;
14312;Error de parametrización;Parameter assignment error;Erreur de paramétrage;
30696;Causa: Parámetros de módulo incorrectos.;Cause: Bad module parameter. Remedy: Che;Cause : paramètres de module incorrects.;
1392;Falta tensión de sensores o de carga;Power supply fault;Absence de tension capteur ou de charge;
17776;Causa: Falta tensión de carga. Solución:;Cause: No power supply. Remedy: Check wi;Cause : absence de tension d'alimentatio;
4784;Fusible defectuoso;Fuse blown / open;Fusible defectueux;
21168;Causa: Sobrecarga. Solución: Eliminar la;Cause: Overload. Remedy: Remove cause of;Cause : surcharge. Solution : supprimez ;
8176;El slot no responde;Slot cannot be addressed;Emplacement non accessible;
24560;Causa: Error de comunicación de diferent;Cause: Communication error with various ;Cause : erreur de communication à cause ;
11568;Defecto a masa;Ground fault;Défaut à la masse;
27952;Causa: Tensión en modo común rebasada o ;Cause: Common mode voltage exceeded or M;Cause : dépassement de la tension mode c;
14960;Error del canal de referencia;Reference point list;Erreur de voie de référence;
31344;Causa: Error en el canal de referencia. ;Cause: Error on reference channel. Remed;Cause : erreur de voie de référence. Sol;
2040;Alarma de proceso perdida;Process event lost / sampling error;Alarme de processus perdue;
18424;Causa: Alarma de proceso. Solución: Camb;Cause: Hardware interrupt. Remedy: Chang;Cause : alarme de processus. Solution : ;
5432;Advertencia de actuador;Threshold warning;Avertissement actionneur;
21816;Causa: El actuador notifica el rebase de;Cause: Actuator signaling a limit value ;Cause : actionneur signale un dépassemen;
8824;Desconexión de actuador;Output disabled;Coupure actionneur;
25208;Causa: Se ha detectado un problema con e;Cause: Problem detected on actuator. Rem;Cause : problème d'actionneur détecté. S;
12216;Desconexión orientada a seguridad;Safety event;Arrêt de sécurité;
28600;Causa: Se ha detectado un fallo en el ca;Cause: Error detected on channel. Remedy;Cause : erreur de voie détectée. Solutio;
15608;Error externo;External fault;Défaut externe;
31992;Causa: Se ha detectado un fallo en el se;Cause: Problem detected on sensor/actuat;Cause : Erreur de capteur/actionneur dét;
2688;Error no definido;Unidentified error;Défaut non spécifié;
19072;Causa: No se puede especificar con detal;Cause: Cannot be specified in greater de;Cause : ne peut être spécifiée. Solution;
6080;Reservado;Reserved;réservé;
22464;;;;
9472;Fallo 1 en actuador / sensor;Fault 1 in actuator/sensor;Erreur 1 dans actionneur / capteur;
25856;;;;
12864;Fallo 2 en actuador / sensor;Fault 2 in actuator/sensor;Erreur 2 dans actionneur / capteur;
29248;;;;
16256;Fallo temporal;Temporary error;Erreur temporaire;
32640;;;;
12792;Transferencia de datos imposible; @5W%t#PNPNIOC-20110429@;Data transmission impossible; @5W%t#PNPNIOC-20110429@;Transmission de données impossible; @5W%t#PNPNIOC-20110429@;
29176;Ayuda: Transferencia de datos imposible;;Help: Data transmission impossible; @5W%;Aide : transmission de données impossibl;
14488;No hay conexión física en el puerto;No physical connection on port;Pas de connexion physique au port;
30872;Se ha configurado la vigilancia del puer;Port monitoring was configured, there is;Une surveillance de port a été configuré;
14489;Error en "Soporte de transferencia/dúplex";Error with "Transfer medium/duplex";Erreur pour "Support de transmission/Duplex";
30873;"Soporte de transferencia / dúplex" se h;"Transfer medium / duplex" was configure;"Support de transmission / Duplex" a été;
14490;Error al comprobar los datos de línea;Error during cable data check;Erreur à la vérification des données de câble;
30874;Causas posibles:
 - La longitud de línea;Possible causes:
 - The discovered cable;Causes possibles :
 - La longueur de câb;
16184;Error en el partner; @5W%t#PNPNIOC-20110429@;Remote mismatch; @5W%t#PNPNIOC-20110429@;Erreur partenaire; @5W%t#PNPNIOC-20110429@;
32568;Ayuda: Error en el partner; @5W%t#PNPNIO;Help: Remote mismatch; @5W%t#PNPNIOC-201;Aide : erreur partenaire; @5W%t#PNPNIOC-;
1568;Partner incorrecto;Wrong partner;Partenaire incorrect;
17952;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
1569;Puerto partner erróneo;Wrong partner port;Port partenaire incorrect;
17953;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
1570;IRT (Top Performance) no es posible en este puerto;IRT (top performance) not possible at this port;IRT (Top Performance) impossible sur ce port;
17954;Causas posibles:
 - Otros errores de com;Possible causes:
 - Other communications;Causes possibles :
 - Autres erreurs de ;
1571;Incoherencia en "Soporte de transferencia / dúplex";Inconsistency in "transmission medium / duplex";Incohérence pour "Support de transmission / Duplex";
17955;Se ha configurado el "Medio de transmisi;"Transmission medium/duplex" was configu;"Support de transmission/Duplex" a été c;
1572;Incoherencia en la configuración MRP / cableado;Inconsistent MRP configuration / wiring;Incohérence de la configuration MRP / du câblage;
17956;Se ha configurado un dominio MRP, pero l;MRP domain was configured; the local set;Domaine MRP configuré ; la sélection loc;
1573;Imposible detectar el vecino;The neighbor could not be identified;Le voisin n'a pas pu être détecté;
17957;Se ha configurado una conexión de puerto;A port interconnection was configured bu;Une connexion de port a été configurée, ;
1574;Incoherencia en la configuración MRRT;Inconsistent MRRT configuration;Incohérence de la configuration MRRT;
17958;Se ha configurado la característica MRRT;The MRRT feature was configured; the loc;L'attribut MRRT  a été configuré; les op;
1575;Diferencia al determinar la longitud del cable;Difference in cable length measurement;Différence à la détermination de longueur de câble;
17959;Se ha configurado "Soporte de transferen;"Transmission medium / Duplex" was confi;"Support de transmission / Duplex" a été;
1992;El nombre del dominio Sync se utiliza repetidas veces;Sync domain name used more than once;Nom de domaine Sync utilisé plusieurs fois;
18376;En la subred Ethernet se han configurado;Two sync domains with the same name were;Deux domaines Sync de même nom ont été c;
3264;Error de redundancia de medios; @5W%t#PNPNIOC-20110429@;Media redundancy mismatch; @5W%t#PNPNIOC-20110429@;Erreur de redondance de supports de transmission; @5W%t#PNPNIOC-20110429@;
19648;Ayuda: Redundancia de medios; @5W%t#PNPN;Help: Media redundancy mismatch; @5W%t#P;Aide : erreur de redondance de supports ;
4960;El manager de redundancia no puede asumir la función configurada.;Redundancy manager cannot adopt the configured role;Le gestionnaire de redondance ne peut pas assumer le rôle configuré.;
21344;Indica que el manager de redundancia asu;Indicates that the configured redundancy;Signifie que le gestionnaire de redondan;
4961;Anillo abierto;Ring opened;Anneau ouvert;
21345;Indica que el anillo se ha interrumpido ;Indicates that the ring has been interru;Indique que l'anneau est interrompu unil;
4962;Redundancia RT no garantizada;RT redundancy not effective;Redondance RT plus garantie;
21346;Indica que el anillo para la comunicació;Indicates that the ring is not closed fo;Indique que l'anneau n'est pas fermé pou;
4963;En el anillo se encuentran varios administradores de redundancia;There is more than one redundancy manager in the ring;Il existe plusieurs gestionnaires de redondance au sein de l'anneau;
21347;Indica que en el anillo se encuentran va;Indicates that more than one device in t;Indique que plusieurs appareils assument;
6656;Pérdida de sincronización; @5W%t#PNPNIOC-20110429@;Sync mismatch; @5W%t#PNPNIOC-20110429@;Perte de synchronisation; @5W%t#PNPNIOC-20110429@;
23040;Ayuda: Pérdida de sincronización; @5W%t#;Help: Sync mismatch; @5W%t#PNPNIOC-20110;Aide : perte de synchronisation; @5W%t#P;
8352;No se sincroniza el SyncSlave;Sync slave will not be synchronized;L'esclave Sync ne sera pas synchronisé;
24736;El equipo es un SyncSlave y no se sincro;The station is a sync slave and it is no;La station est un esclave Sync et n'est ;
8355;Equipo no síncrono;Station not synchronized;Station non synchrone;
24739;La sincronización está fuera del rango d;Synchronization is outside the range of ;La synchronisation se trouve hors de la ;
10048;Error de modo isócrono; @5W%t#PNPNIOC-20110429@;Isochronous mode mismatch; @5W%t#PNPNIOC-20110429@;Erreur de synchronisme d'horloge; @5W%t#PNPNIOC-20110429@;
26432;Ayuda: Error de modo isócrono; @5W%t#PNP;Help: Isochronous mode mismatch; @5W%t#P;Aide : erreur de synchronisme d'horloge;;
13440;Error CR multicast; @5W%t#PNPNIOC-20110429@;Multicast CR mismatch; @5W%t#PNPNIOC-20110429@;Erreur Multicast CR; @5W%t#PNPNIOC-20110429@;
29824;Ayuda: Error CR multicast; @5W%t#PNPNIOC;Help: Multicast CR mismatch; @5W%t#PNPNI;Aide : Erreur CR Multicast; @5W%t#PNPNIO;
520;Reservado; @5W%t#PNPNIOC-20110429@;Reserved; @5W%t#PNPNIOC-20110429@;réservé; @5W%t#PNPNIOC-20110429@;
16904;Ayuda: Ayuda; @5W%t#PNPNIOC-20110429@;Help: Reserved; @5W%t#PNPNIOC-20110429@;Aide : réservée; @5W%t#PNPNIOC-20110429@;
3912;Error fibra óptica; @5W%t#PNPNIOC-20110429@;Fiber optics mismatch; @5W%t#PNPNIOC-20110429@;Erreur fibre optique; @5W%t#PNPNIOC-20110429@;
20296;Ayuda: Error fibra óptica; @5W%t#PNPNIOC;Help: Fiber optics mismatch; @5W%t#PNPNI;Aide : erreur fibre optique; @5W%t#PNPNI;
5608;Reserva de sistema de fibra óptica crítica;FO link power margin critical;Réserve système FO critique;
21992;La reserva de sistema FO se encuentra po;The FO link power margin is below the @2;La réserve système FO se trouve en -dess;
7304;Error de función del componente de red; @5W%t#PNPNIOC-20110429@;Network component function mismatch; @5W%t#PNPNIOC-20110429@;Erreur de fonctionnement du composant réseau; @5W%t#PNPNIOC-20110429@;
23688;Ayuda: Error de función del componente d;Help: Network component function mismatc;Aide : erreur de fonctionnement du compo;
8;Debido a sobrecarga se han rechazado paquetes de datos;Data packets discarded due to overload;Paquets de données rejetés pour surcharge;
16392;Como mínimo @2D%1d@ paquetes de datos ha;At least @2D%1d@ data packets were disca;@2D%1d@ paquets de données au minimum on;
10696;Error de tiempo; @5W%t#PNPNIOC-20110429@;Time mismatch; @5W%t#PNPNIOC-20110429@;Erreur d'horloge; @5W%t#PNPNIOC-20110429@;
27080;Ayuda: Error de tiempo; @5W%t#PNPNIOC-20;Help: Time mismatch; @5W%t#PNPNIOC-20110;Aide : erreur de temporisation; @5W%t#PN;
16;Configuración incoherente/especificación del gateway predeterminado;Inconsistent configuration / specification of the standard gateway;Configuration incohérente/Spécification du routeur par défaut;
16400;Se ha configurado un gateway predetermin;A standard gateway has been configured f;Un autre routeur par défaut a été config;
17;Configuración/especificación incoherente del nombre de dispositivo;Inconsistent configuration/specification of the NameOfStation;Configuration incohérente/Spécification du NameOfStation;
16401;Para otra interfaz de este módulo ya se ;A NameOfStation which is identical to th;Un NameOfStation a déjà été configuré /a;
18;Configuración/especificación incoherente de la dirección IP;Inconsistent configuration/specification of the IP address;Configuration incohérente/Spécification de l'adresse IP;
16402;Para otra interfaz ya se ha configurado/;An IP address which is in the same subne;Une adresse IP a déjà été configurée/att;
16160;Fallo tensión de alimentación izquierda;Failure of power supply left;Défaillance de l'alimentation en tension gauche;
32544;;;;
16161;Fallo tensión de alimentación derecha;Failure of power supply right;Défaillance de l'alimentation en tension droit;
32545;;;;
13416;Error de configuración: Otra subred no configurada;Projection fault: Other subnet not projected;Erreur de paramétrage: Autre sous-réseau non configuré;
29800;;;;
13417;Error de configuración: Configuración divergente de las subredes;Projection fault: Difference between netsides;Erreur de paramétrage: Configuration divergente des sous-réseaux;
29801;;;;
13419;Error de configuración: DIA activo, pero no hay datos de entrada configurados;Projection fault: DIA set, but no Input data configured;Erreur de paramétrage: DIA activé, mais aucune donnée d'entrée n'est configurée;
29803;;;;
10672;Data  invalid;Data  invalid;Data  invalid;
27056;;;;
