//Nota: Este archivo de exportación en formato CSV no se debe abrir con un doble clic en el archivo.,,,,
//Por favor, abra este archivo con el comando Archivo > Abrir de MS-Excel,,,,
$_Languages,,,,
7(5) German (Liechtenstein),10(1) Spanish (Traditional Sort),9(1) English (United States),12(1) French (France),
984,Error de redundancia de medios; @5W%t#ML-V2.31-Festo-CPX-20161019@,Media redundancy mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@,Erreur de redondance de supports de transmission; @5W%t#ML-V2.31-Festo-CPX-20161019@,
17368,Ayuda: Redundancia de medios; @5W%t#ML-V,Help: Media redundancy mismatch; @5W%t#M,Aide : erreur de redondance de supports ,
1592,El manager de redundancia no puede asumir la función configurada.,Redundancy manager cannot adopt the configured role,Le gestionnaire de redondance ne peut pas assumer le rôle configuré.,
17976,Indica que el manager de redundancia asu,Indicates that the configured redundancy,Signifie que le gestionnaire de redondan,
1593,Anillo abierto,Ring opened,Anneau ouvert,
17977,Indica que el anillo se ha interrumpido ,Indicates that the ring has been interru,Indique que l'anneau est interrompu unil,
1594,Redundancia RT no garantizada,RT redundancy not effective,Redondance RT plus garantie,
17978,Indica que el anillo para la comunicació,Indicates that the ring is not closed fo,Indique que l'anneau n'est pas fermé pou,
1595,En el anillo se encuentran varios administradores de redundancia,There is more than one redundancy manager in the ring,Il existe plusieurs gestionnaires de redondance au sein de l'anneau,
17979,Indica que en el anillo se encuentran va,Indicates that more than one device in t,Indique que plusieurs appareils assument,
2200,Pérdida de sincronización; @5W%t#ML-V2.31-Festo-CPX-20161019@,Sync mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@,Perte de synchronisation; @5W%t#ML-V2.31-Festo-CPX-20161019@,
18584,Ayuda: Pérdida de sincronización; @5W%t#,Help: Sync mismatch; @5W%t#ML-V2.31-Fest,Aide : perte de synchronisation; @5W%t#M,
2808,No se sincroniza el SyncSlave,Sync slave will not be synchronized,L'esclave Sync ne sera pas synchronisé,
19192,El equipo es un SyncSlave y no se sincro,The station is a sync slave and it is no,La station est un esclave Sync et n'est ,
2811,Equipo no síncrono,Station not synchronized,Station non synchrone,
19195,La sincronización está fuera del rango d,Synchronization is outside the range of ,La synchronisation se trouve hors de la ,
3416,Error de modo isócrono; @5W%t#ML-V2.31-Festo-CPX-20161019@,Isochronous mode mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@,Erreur de synchronisme d'horloge; @5W%t#ML-V2.31-Festo-CPX-20161019@,
19800,Ayuda: Error de modo isócrono; @5W%t#ML-,Help: Isochronous mode mismatch; @5W%t#M,Aide : erreur de synchronisme d'horloge;,
4632,Error CR multicast; @5W%t#ML-V2.31-Festo-CPX-20161019@,Multicast CR mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@,Erreur Multicast CR; @5W%t#ML-V2.31-Festo-CPX-20161019@,
21016,Ayuda: Error CR multicast; @5W%t#ML-V2.3,Help: Multicast CR mismatch; @5W%t#ML-V2,Aide : Erreur CR Multicast; @5W%t#ML-V2.,
5848,Reservado; @5W%t#ML-V2.31-Festo-CPX-20161019@,Reserved; @5W%t#ML-V2.31-Festo-CPX-20161019@,réservé; @5W%t#ML-V2.31-Festo-CPX-20161019@,
22232,Ayuda: Ayuda; @5W%t#ML-V2.31-Festo-CPX-2,Help: Reserved; @5W%t#ML-V2.31-Festo-CPX,Aide : réservée; @5W%t#ML-V2.31-Festo-CP,
7064,Error fibra óptica; @5W%t#ML-V2.31-Festo-CPX-20161019@,Fiber optics mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@,Erreur fibre optique; @5W%t#ML-V2.31-Festo-CPX-20161019@,
23448,Ayuda: Error fibra óptica; @5W%t#ML-V2.3,Help: Fiber optics mismatch; @5W%t#ML-V2,Aide : erreur fibre optique; @5W%t#ML-V2,
7672,Reserva de sistema de fibra óptica crítica,FO link power margin critical,Réserve système FO critique,
24056,La reserva de sistema FO se encuentra po,The FO link power margin is below the @2,La réserve système FO se trouve en -dess,
8280,Error de función del componente de red; @5W%t#ML-V2.31-Festo-CPX-20161019@,Network component function mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@,Erreur de fonctionnement du composant réseau; @5W%t#ML-V2.31-Festo-CPX-20161019@,
24664,Ayuda: Error de función del componente d,Help: Network component function mismatc,Aide : erreur de fonctionnement du compo,
8888,Debido a sobrecarga se han rechazado paquetes de datos,Data packets discarded due to overload,Paquets de données rejetés pour surcharge,
25272,Como mínimo @2D%1d@ paquetes de datos ha,At least @2D%1d@ data packets were disca,@2D%1d@ paquets de données au minimum on,
9496,Error de tiempo; @5W%t#ML-V2.31-Festo-CPX-20161019@,Time mismatch; @5W%t#ML-V2.31-Festo-CPX-20161019@,Erreur d'horloge; @5W%t#ML-V2.31-Festo-CPX-20161019@,
25880,Ayuda: Error de tiempo; @5W%t#ML-V2.31-F,Help: Time mismatch; @5W%t#ML-V2.31-Fest,Aide : erreur de temporisation; @5W%t#ML,
14968,Configuración incoherente/especificación del gateway predeterminado,Inconsistent configuration / specification of the standard gateway,Configuration incohérente/Spécification du routeur par défaut,
31352,Se ha configurado un gateway predetermin,A standard gateway has been configured f,Un autre routeur par défaut a été config,
14969,Configuración/especificación incoherente del nombre de dispositivo,Inconsistent configuration/specification of the NameOfStation,Configuration incohérente/Spécification du NameOfStation,
31353,Para otra interfaz de este módulo ya se ,A NameOfStation which is identical to th,Un NameOfStation a déjà été configuré /a,
14970,Configuración/especificación incoherente de la dirección IP,Inconsistent configuration/specification of the IP address,Configuration incohérente/Spécification de l'adresse IP,
31354,Para otra interfaz ya se ha configurado/,An IP address which is in the same subne,Une adresse IP a déjà été configurée/att,
5296,No error,No error,No error,
21680,Help,Help,Help,
5298,General diagnosis,General diagnosis,General diagnosis,
21682,Help,Help,Help,
5300,Short circuit,Short circuit,Short circuit,
21684,Help,Help,Help,
5302,Wire fracture/idling current I/O,Wire fracture/idling current I/O,Wire fracture/idling current I/O,
21686,Help,Help,Help,
5448,Short circuit in actuator supply,Short circuit in actuator supply,Short circuit in actuator supply,
21832,Help,Help,Help,
5450,Undervoltage in power supply,Undervoltage in power supply,Undervoltage in power supply,
21834,Help,Help,Help,
5452,Unknown CBUS error (6),Unknown CBUS error (6),Unknown CBUS error (6),
21836,Help,Help,Help,
5454,Unknown CBUS error (7),Unknown CBUS error (7),Unknown CBUS error (7),
21838,Help,Help,Help,
5600,Unknown CBUS error (8),Unknown CBUS error (8),Unknown CBUS error (8),
21984,Help,Help,Help,
5602,Lower limit exceeded,Lower limit exceeded,Lower limit exceeded,
21986,Help,Help,Help,
5604,Upper limit exceeded,Upper limit exceeded,Upper limit exceeded,
21988,Help,Help,Help,
5606,Short circuit valve,Short circuit valve,Short circuit valve,
21990,Help,Help,Help,
5752,Pilot valve function warning,Pilot valve function warning,Pilot valve function warning,
22136,Help,Help,Help,
5754,Wire fracture (open load),Wire fracture (open load),Wire fracture (open load),
22138,Help,Help,Help,
5756,Condition counter exceeded,Condition counter exceeded,Condition counter exceeded,
22140,Help,Help,Help,
5758,Module/channel failure,Module/channel failure,Module/channel failure,
22142,Help,Help,Help,
5904,Module code incorrect,Module code incorrect,Module code incorrect,
22288,Help,Help,Help,
5906,I/O length incorrect,I/O length incorrect,I/O length incorrect,
22290,Help,Help,Help,
5908,Address range exceeded,Address range exceeded,Address range exceeded,
22292,Help,Help,Help,
5910,Life cycle exceeded,Life cycle exceeded,Life cycle exceeded,
22294,Help,Help,Help,
6056,Fault in parametrizing signal range,Fault in parametrizing signal range,Fault in parametrizing signal range,
22440,Help,Help,Help,
6058,Fault in parametrizing data format,Fault in parametrizing data format,Fault in parametrizing data format,
22442,Help,Help,Help,
6060,Fault in parametrizing linear scaling,Fault in parametrizing linear scaling,Fault in parametrizing linear scaling,
22444,Help,Help,Help,
6062,Fault in filter meas.value,Fault in filter meas.value,Fault in filter meas.value,
22446,Help,Help,Help,
6208,Fault in parametrizing lower limit,Fault in parametrizing lower limit,Fault in parametrizing lower limit,
22592,Help,Help,Help,
6210,Fault in parametrizing upper limit,Fault in parametrizing upper limit,Fault in parametrizing upper limit,
22594,Help,Help,Help,
6212,Fault in actuator supply,Fault in actuator supply,Fault in actuator supply,
22596,Help,Help,Help,
6214,Wrong device type mounted,Wrong device type mounted,Wrong device type mounted,
22598,Help,Help,Help,
6360,Alarm value reached,Alarm value reached,Alarm value reached,
22744,Help,Help,Help,
6362,Fault in parametrizing,Fault in parametrizing,Fault in parametrizing,
22746,Help,Help,Help,
6364,No new output data (slave),No new output data (slave),No new output data (slave),
22748,Help,Help,Help,
6366,No bus connection (slave),No bus connection (slave),No bus connection (slave),
22750,Help,Help,Help,
6512,No STI read access (slave),No STI read access (slave),No STI read access (slave),
22896,Help,Help,Help,
6514,No parameter access (slave),No parameter access (slave),No parameter access (slave),
22898,Help,Help,Help,
6516,CP module lost / fault,CP module lost / fault,CP module lost / fault,
22900,Help,Help,Help,
6518,CP configuration failure,CP configuration failure,CP configuration failure,
22902,Help,Help,Help,
6664,Short circuit CP-line,Short circuit CP-line,Short circuit CP-line,
23048,Help,Help,Help,
6666,Fault in controlling,Fault in controlling,Fault in controlling,
23050,Help,Help,Help,
6668,Missing valve,Missing valve,Missing valve,
23052,Help,Help,Help,
6670,Maintanance required,Maintanance required,Maintanance required,
23054,Help,Help,Help,
6816,Life Guard,Life Guard,Life Guard,
23200,Help,Help,Help,
6818,Heart Beat,Heart Beat,Heart Beat,
23202,Help,Help,Help,
6820,Com Cycle Period (Sync),Com Cycle Period (Sync),Com Cycle Period (Sync),
23204,Help,Help,Help,
6822,CAN Overrun (Objects lost),CAN Overrun (Objects lost),CAN Overrun (Objects lost),
23206,Help,Help,Help,
6968,Invalid PDO received,Invalid PDO received,Invalid PDO received,
23352,Help,Help,Help,
6970,CAN WarnLimit reached,CAN WarnLimit reached,CAN WarnLimit reached,
23354,Help,Help,Help,
6972,CAN recovered from BusOff,CAN recovered from BusOff,CAN recovered from BusOff,
23356,Help,Help,Help,
6974,Bus Power lost,Bus Power lost,Bus Power lost,
23358,Help,Help,Help,
7120,Fault in Calibration,Fault in Calibration,Fault in Calibration,
23504,Help,Help,Help,
7122,Lower drop out signal,Lower drop out signal,Lower drop out signal,
23506,Help,Help,Help,
7124,Upper drop out signal,Upper drop out signal,Upper drop out signal,
23508,Help,Help,Help,
7126,Sensor limit exceeded,Sensor limit exceeded,Sensor limit exceeded,
23510,Help,Help,Help,
7272,Short circuit cold junction comp.,Short circuit cold junction comp.,Short circuit cold junction comp.,
23656,Help,Help,Help,
7274,Open load cold junction comp.,Open load cold junction comp.,Open load cold junction comp.,
23658,Help,Help,Help,
7276,Calibration data incorrect,Calibration data incorrect,Calibration data incorrect,
23660,Help,Help,Help,
7278,Invalid process value,Invalid process value,Invalid process value,
23662,Help,Help,Help,
7424,Short circuit I-Port,Short circuit I-Port,Short circuit I-Port,
23808,Help,Help,Help,
7426,Device missing / failure,Device missing / failure,Device missing / failure,
23810,Help,Help,Help,
7428,I-Port configuration error,I-Port configuration error,I-Port configuration error,
23812,Help,Help,Help,
7430,Input overload,Input overload,Input overload,
23814,Help,Help,Help,
7576,Signal underflow/overflow,Signal underflow/overflow,Signal underflow/overflow,
23960,Help,Help,Help,
7578,Overvoltage in power supply,Overvoltage in power supply,Overvoltage in power supply,
23962,Help,Help,Help,
7580,Overflow in time measurement,Overflow in time measurement,Overflow in time measurement,
23964,Help,Help,Help,
7582,Object failure,Object failure,Object failure,
23966,Help,Help,Help,
7728,Number of Modules incorrect,Number of Modules incorrect,Number of Modules incorrect,
24112,Help,Help,Help,
7730,Mismatch of safety destination address (F_Dest_Add),Mismatch of safety destination address (F_Dest_Add),Mismatch of safety destination address (F_Dest_Add),
24114,Help,Help,Help,
7732,F-Communication fault,F-Communication fault,F-Communication fault,
24116,Help,Help,Help,
7734,F-Communication timeout,F-Communication timeout,F-Communication timeout,
24118,Help,Help,Help,
7880,Leakage current,Leakage current,Leakage current,
24264,Help,Help,Help,
7882,F-Parameter fault,F-Parameter fault,F-Parameter fault,
24266,Help,Help,Help,
7884,CC-L: Station equip.status incorrect,CC-L: Station equip.status incorrect,CC-L: Station equip.status incorrect,
24268,Help,Help,Help,
7886,CC-L: Bus connection lost,CC-L: Bus connection lost,CC-L: Bus connection lost,
24270,Help,Help,Help,
8032,SSI-parity error,SSI-parity error,SSI-parity error,
24416,Help,Help,Help,
8034,limit monitoring,limit monitoring,limit monitoring,
24418,Help,Help,Help,
8036,limit exceeded in measure duty cycle,limit exceeded in measure duty cycle,limit exceeded in measure duty cycle,
24420,Help,Help,Help,
8038,Over temperature,Over temperature,Over temperature,
24422,Help,Help,Help,
8184,Error without errortext (76),Error without errortext (76),Error without errortext (76),
24568,Help,Help,Help,
8186,Error without errortext (77),Error without errortext (77),Error without errortext (77),
24570,Help,Help,Help,
8188,Value out of range,Value out of range,Value out of range,
24572,Help,Help,Help,
8190,Error without errortext (79),Error without errortext (79),Error without errortext (79),
24574,Help,Help,Help,
8336,Function failure,Function failure,Function failure,
24720,Help,Help,Help,
8338,Error without errortext (81),Error without errortext (81),Error without errortext (81),
24722,Help,Help,Help,
8340,Error without errortext (82),Error without errortext (82),Error without errortext (82),
24724,Help,Help,Help,
8342,Error without errortext (83),Error without errortext (83),Error without errortext (83),
24726,Help,Help,Help,
8488,Error without errortext (84),Error without errortext (84),Error without errortext (84),
24872,Help,Help,Help,
8490,Error without errortext (85),Error without errortext (85),Error without errortext (85),
24874,Help,Help,Help,
8492,Error without errortext (86),Error without errortext (86),Error without errortext (86),
24876,Help,Help,Help,
8494,system leakage,system leakage,system leakage,
24878,Help,Help,Help,
8640,Short circuit port,Short circuit port,Short circuit port,
25024,Help,Help,Help,
8642,Port configuration error,Port configuration error,Port configuration error,
25026,Help,Help,Help,
8644,Error without errortext (90),Error without errortext (90),Error without errortext (90),
25028,Help,Help,Help,
8646,Error without errortext (91),Error without errortext (91),Error without errortext (91),
25030,Help,Help,Help,
8792,Error without errortext (92),Error without errortext (92),Error without errortext (92),
25176,Help,Help,Help,
8794,Error without errortext (93),Error without errortext (93),Error without errortext (93),
25178,Help,Help,Help,
8796,Error without errortext (94),Error without errortext (94),Error without errortext (94),
25180,Help,Help,Help,
8798,Error without errortext (95),Error without errortext (95),Error without errortext (95),
25182,Help,Help,Help,
8944,Error without errortext (96),Error without errortext (96),Error without errortext (96),
25328,Help,Help,Help,
8946,Error without errortext (97),Error without errortext (97),Error without errortext (97),
25330,Help,Help,Help,
8948,Error without errortext (98),Error without errortext (98),Error without errortext (98),
25332,Help,Help,Help,
8950,Error without errortext (99),Error without errortext (99),Error without errortext (99),
25334,Help,Help,Help,
9096,Configuration error,Configuration error,Configuration error,
25480,Help,Help,Help,
9098,Execution error,Execution error,Execution error,
25482,Help,Help,Help,
9100,Record error,Record error,Record error,
25484,Help,Help,Help,
9102,Control error,Control error,Control error,
25486,Help,Help,Help,
9248,System error A,System error A,System error A,
25632,Help,Help,Help,
9250,System error B,System error B,System error B,
25634,Help,Help,Help,
9252,Error in valve,Error in valve,Error in valve,
25636,Help,Help,Help,
9254,Controller error,Controller error,Controller error,
25638,Help,Help,Help,
9400,Encoder error,Encoder error,Encoder error,
25784,Help,Help,Help,
9402,Error motor or power stage,Error motor or power stage,Error motor or power stage,
25786,Help,Help,Help,
9404,Error without errortext (110),Error without errortext (110),Error without errortext (110),
25788,Help,Help,Help,
9406,Error without errortext (111),Error without errortext (111),Error without errortext (111),
25790,Help,Help,Help,
9552,Error without errortext (112),Error without errortext (112),Error without errortext (112),
25936,Help,Help,Help,
9554,Error without errortext (113),Error without errortext (113),Error without errortext (113),
25938,Help,Help,Help,
9556,Error without errortext (114),Error without errortext (114),Error without errortext (114),
25940,Help,Help,Help,
9558,Subsystem module/channel failure,Subsystem module/channel failure,Subsystem module/channel failure,
25942,Help,Help,Help,
9704,Error without errortext (116),Error without errortext (116),Error without errortext (116),
26088,Help,Help,Help,
9706,Error without errortext (117),Error without errortext (117),Error without errortext (117),
26090,Help,Help,Help,
9708,Error without errortext (118),Error without errortext (118),Error without errortext (118),
26092,Help,Help,Help,
9710,Error without errortext (119),Error without errortext (119),Error without errortext (119),
26094,Help,Help,Help,
9856,Error loading project,Error loading project,Error loading project,
26240,Help,Help,Help,
9858,NE 43 Failure lower current range,NE 43 Failure lower current range,NE 43 Failure lower current range,
26242,Help,Help,Help,
9860,NE 43 Failure upper current range,NE 43 Failure upper current range,NE 43 Failure upper current range,
26244,Help,Help,Help,
9862,Error without errortext (123),Error without errortext (123),Error without errortext (123),
26246,Help,Help,Help,
10008,Error without errortext (124),Error without errortext (124),Error without errortext (124),
26392,Help,Help,Help,
10010,Error without errortext (125),Error without errortext (125),Error without errortext (125),
26394,Help,Help,Help,
10012,Error without errortext (126),Error without errortext (126),Error without errortext (126),
26396,Help,Help,Help,
10014,Error without errortext (127),Error without errortext (127),Error without errortext (127),
26398,Help,Help,Help,
10160,Switch unit defective,Switch unit defective,Switch unit defective,
26544,Help,Help,Help,
10162,CBUS asic not ready,CBUS asic not ready,CBUS asic not ready,
26546,Help,Help,Help,
10164,CPU Hardware Trap,CPU Hardware Trap,CPU Hardware Trap,
26548,Help,Help,Help,
10166,CBUS C-manager not ready,CBUS C-manager not ready,CBUS C-manager not ready,
26550,Help,Help,Help,
10312,Watchdog overflow,Watchdog overflow,Watchdog overflow,
26696,Help,Help,Help,
10314,Remanent memory defective,Remanent memory defective,Remanent memory defective,
26698,Help,Help,Help,
10316,Flash system memory defective,Flash system memory defective,Flash system memory defective,
26700,Help,Help,Help,
10318,Number of mod.params.more than 64,Number of mod.params.more than 64,Number of mod.params.more than 64,
26702,Help,Help,Help,
10464,Slave not ready,Slave not ready,Slave not ready,
26848,Help,Help,Help,
10466,CBUS diagnostic telegram,CBUS diagnostic telegram,CBUS diagnostic telegram,
26850,Help,Help,Help,
10468,CBUS init fault (gap),CBUS init fault (gap),CBUS init fault (gap),
26852,Help,Help,Help,
10470,Order queue full,Order queue full,Order queue full,
26854,Help,Help,Help,
10616,CBUS-EEPROM error,CBUS-EEPROM error,CBUS-EEPROM error,
27000,Help,Help,Help,
10618,CBUS C-timeout error,CBUS C-timeout error,CBUS C-timeout error,
27002,Help,Help,Help,
10620,CBUS telegram fault,CBUS telegram fault,CBUS telegram fault,
27004,Help,Help,Help,
10622,BIU access error,BIU access error,BIU access error,
27006,Help,Help,Help,
10768,Licence error,Licence error,Licence error,
27152,Help,Help,Help,
10770,Built-in self test failed,Built-in self test failed,Built-in self test failed,
27154,Help,Help,Help,
10772,FPGA defective,FPGA defective,FPGA defective,
27156,Help,Help,Help,
10774,IO-Link initialization failed,IO-Link initialization failed,IO-Link initialization failed,
27158,Help,Help,Help,
10920,IO-Link driver error,IO-Link driver error,IO-Link driver error,
27304,Help,Help,Help,
10922,Application exception,Application exception,Application exception,
27306,Help,Help,Help,
10924,NETOS fatal error,NETOS fatal error,NETOS fatal error,
27308,Help,Help,Help,
10926,Error without errortext (151),Error without errortext (151),Error without errortext (151),
27310,Help,Help,Help,
11072,Error without errortext (152),Error without errortext (152),Error without errortext (152),
27456,Help,Help,Help,
11074,Error without errortext (153),Error without errortext (153),Error without errortext (153),
27458,Help,Help,Help,
11076,Error without errortext (154),Error without errortext (154),Error without errortext (154),
27460,Help,Help,Help,
11078,Error without errortext (155),Error without errortext (155),Error without errortext (155),
27462,Help,Help,Help,
11224,Error without errortext (156),Error without errortext (156),Error without errortext (156),
27608,Help,Help,Help,
11226,Error without errortext (157),Error without errortext (157),Error without errortext (157),
27610,Help,Help,Help,
11228,Error without errortext (158),Error without errortext (158),Error without errortext (158),
27612,Help,Help,Help,
11230,Error without errortext (159),Error without errortext (159),Error without errortext (159),
27614,Help,Help,Help,
11376,Error without errortext (160),Error without errortext (160),Error without errortext (160),
27760,Help,Help,Help,
11378,Error without errortext (161),Error without errortext (161),Error without errortext (161),
27762,Help,Help,Help,
11380,Error without errortext (162),Error without errortext (162),Error without errortext (162),
27764,Help,Help,Help,
11382,Error without errortext (163),Error without errortext (163),Error without errortext (163),
27766,Help,Help,Help,
11528,Error without errortext (164),Error without errortext (164),Error without errortext (164),
27912,Help,Help,Help,
11530,Error without errortext (165),Error without errortext (165),Error without errortext (165),
27914,Help,Help,Help,
11532,Error without errortext (166),Error without errortext (166),Error without errortext (166),
27916,Help,Help,Help,
11534,Error without errortext (167),Error without errortext (167),Error without errortext (167),
27918,Help,Help,Help,
11680,Error without errortext (168),Error without errortext (168),Error without errortext (168),
28064,Help,Help,Help,
11682,Error without errortext (169),Error without errortext (169),Error without errortext (169),
28066,Help,Help,Help,
11684,Error without errortext (170),Error without errortext (170),Error without errortext (170),
28068,Help,Help,Help,
11686,Error without errortext (171),Error without errortext (171),Error without errortext (171),
28070,Help,Help,Help,
11832,Error without errortext (172),Error without errortext (172),Error without errortext (172),
28216,Help,Help,Help,
11834,Error without errortext (173),Error without errortext (173),Error without errortext (173),
28218,Help,Help,Help,
11836,Error without errortext (174),Error without errortext (174),Error without errortext (174),
28220,Help,Help,Help,
11838,Error without errortext (175),Error without errortext (175),Error without errortext (175),
28222,Help,Help,Help,
11984,Error without errortext (176),Error without errortext (176),Error without errortext (176),
28368,Help,Help,Help,
11986,Error without errortext (177),Error without errortext (177),Error without errortext (177),
28370,Help,Help,Help,
11988,Error without errortext (178),Error without errortext (178),Error without errortext (178),
28372,Help,Help,Help,
11990,Error without errortext (179),Error without errortext (179),Error without errortext (179),
28374,Help,Help,Help,
12136,Error without errortext (180),Error without errortext (180),Error without errortext (180),
28520,Help,Help,Help,
12138,Error without errortext (181),Error without errortext (181),Error without errortext (181),
28522,Help,Help,Help,
12140,Error without errortext (182),Error without errortext (182),Error without errortext (182),
28524,Help,Help,Help,
12142,Error without errortext (183),Error without errortext (183),Error without errortext (183),
28526,Help,Help,Help,
12288,Error without errortext (184),Error without errortext (184),Error without errortext (184),
28672,Help,Help,Help,
12290,Error without errortext (185),Error without errortext (185),Error without errortext (185),
28674,Help,Help,Help,
12292,Error without errortext (186),Error without errortext (186),Error without errortext (186),
28676,Help,Help,Help,
12294,Error without errortext (187),Error without errortext (187),Error without errortext (187),
28678,Help,Help,Help,
12440,Error without errortext (188),Error without errortext (188),Error without errortext (188),
28824,Help,Help,Help,
12442,Error without errortext (189),Error without errortext (189),Error without errortext (189),
28826,Help,Help,Help,
12444,Error without errortext (190),Error without errortext (190),Error without errortext (190),
28828,Help,Help,Help,
12446,Error without errortext (191),Error without errortext (191),Error without errortext (191),
28830,Help,Help,Help,
12592,Error without errortext (192),Error without errortext (192),Error without errortext (192),
28976,Help,Help,Help,
12594,Error without errortext (193),Error without errortext (193),Error without errortext (193),
28978,Help,Help,Help,
12596,Error without errortext (194),Error without errortext (194),Error without errortext (194),
28980,Help,Help,Help,
12598,Error without errortext (195),Error without errortext (195),Error without errortext (195),
28982,Help,Help,Help,
12744,Error without errortext (196),Error without errortext (196),Error without errortext (196),
29128,Help,Help,Help,
12746,Error without errortext (197),Error without errortext (197),Error without errortext (197),
29130,Help,Help,Help,
12748,Error without errortext (198),Error without errortext (198),Error without errortext (198),
29132,Help,Help,Help,
12750,Error without errortext (199),Error without errortext (199),Error without errortext (199),
29134,Help,Help,Help,
12896,Fault param.transfer module n,Fault param.transfer module n,Fault param.transfer module n,
29280,Help,Help,Help,
12898,Invalid field bus address,Invalid field bus address,Invalid field bus address,
29282,Help,Help,Help,
12900,Protokoll Asic not ready,Protokoll Asic not ready,Protokoll Asic not ready,
29284,Help,Help,Help,
12902,MMI serves CBUS module,MMI serves CBUS module,MMI serves CBUS module,
29286,Help,Help,Help,
13048,Invalid setting switch unit,Invalid setting switch unit,Invalid setting switch unit,
29432,Help,Help,Help,
13050,Module set to default values,Module set to default values,Module set to default values,
29434,Help,Help,Help,
13052,Fault in param. operating mode,Fault in param. operating mode,Fault in param. operating mode,
29436,Help,Help,Help,
13054,Fault in param. max pos cont.outputcurr.,Fault in param. max pos cont.outputcurr.,Fault in param. max pos cont.outputcurr.,
29438,Help,Help,Help,
13200,Fault in param. max neg cont.outputcurr.,Fault in param. max neg cont.outputcurr.,Fault in param. max neg cont.outputcurr.,
29584,Help,Help,Help,
13202,Fault in param. CNT-function input DI,Fault in param. CNT-function input DI,Fault in param. CNT-function input DI,
29586,Help,Help,Help,
13204,Fault in param. POS-function input DI,Fault in param. POS-function input DI,Fault in param. POS-function input DI,
29588,Help,Help,Help,
13206,Fault in param. encoder type,Fault in param. encoder type,Fault in param. encoder type,
29590,Help,Help,Help,
13352,Fault in param. reference mode,Fault in param. reference mode,Fault in param. reference mode,
29736,Help,Help,Help,
13354,Fault in param. SSI-parity,Fault in param. SSI-parity,Fault in param. SSI-parity,
29738,Help,Help,Help,
13356,Fault in param. SSI-telegram cycle,Fault in param. SSI-telegram cycle,Fault in param. SSI-telegram cycle,
29740,Help,Help,Help,
13358,Fault in param. time base pulse output,Fault in param. time base pulse output,Fault in param. time base pulse output,
29742,Help,Help,Help,
13504,Fault in object limit,Fault in object limit,Fault in object limit,
29888,Help,Help,Help,
13506,Fault in object count limit,Fault in object count limit,Fault in object count limit,
29890,Help,Help,Help,
13508,Fault in object comp value,Fault in object comp value,Fault in object comp value,
29892,Help,Help,Help,
13510,Fault in reference mode,Fault in reference mode,Fault in reference mode,
29894,Help,Help,Help,
13656,Invalid object address,Invalid object address,Invalid object address,
30040,Help,Help,Help,
13658,Fault in pulse output settings,Fault in pulse output settings,Fault in pulse output settings,
30042,Help,Help,Help,
13660,Pulse output debounce time out of range,Pulse output debounce time out of range,Pulse output debounce time out of range,
30044,Help,Help,Help,
13662,Fault in speed factor,Fault in speed factor,Fault in speed factor,
30046,Help,Help,Help,
13808,Fault in phys. characteristic input,Fault in phys. characteristic input,Fault in phys. characteristic input,
30192,Help,Help,Help,
13810,Fault in function DIR,Fault in function DIR,Fault in function DIR,
30194,Help,Help,Help,
13812,Fault in pulse per rotation,Fault in pulse per rotation,Fault in pulse per rotation,
30196,Help,Help,Help,
13814,Fault in pulse per rotation between AB&0,Fault in pulse per rotation between AB&0,Fault in pulse per rotation between AB&0,
30198,Help,Help,Help,
13960,Error without errortext (228),Error without errortext (228),Error without errortext (228),
30344,Help,Help,Help,
13962,Error without errortext (229),Error without errortext (229),Error without errortext (229),
30346,Help,Help,Help,
13964,Not enough memory,Not enough memory,Not enough memory,
30348,Help,Help,Help,
13966,Firmware/boot loader active,Firmware/boot loader active,Firmware/boot loader active,
30350,Help,Help,Help,
14112,Error without errortext (232),Error without errortext (232),Error without errortext (232),
30496,Help,Help,Help,
14114,Error without errortext (233),Error without errortext (233),Error without errortext (233),
30498,Help,Help,Help,
14116,Error without errortext (234),Error without errortext (234),Error without errortext (234),
30500,Help,Help,Help,
14118,Error without errortext (235),Error without errortext (235),Error without errortext (235),
30502,Help,Help,Help,
14264,Error without errortext (236),Error without errortext (236),Error without errortext (236),
30648,Help,Help,Help,
14266,Error without errortext (237),Error without errortext (237),Error without errortext (237),
30650,Help,Help,Help,
14268,Error without errortext (238),Error without errortext (238),Error without errortext (238),
30652,Help,Help,Help,
14270,Error without errortext (239),Error without errortext (239),Error without errortext (239),
30654,Help,Help,Help,
14416,Error without errortext (240),Error without errortext (240),Error without errortext (240),
30800,Help,Help,Help,
14418,Error without errortext (241),Error without errortext (241),Error without errortext (241),
30802,Help,Help,Help,
14420,Error without errortext (242),Error without errortext (242),Error without errortext (242),
30804,Help,Help,Help,
14422,Error without errortext (243),Error without errortext (243),Error without errortext (243),
30806,Help,Help,Help,
14568,Error without errortext (244),Error without errortext (244),Error without errortext (244),
30952,Help,Help,Help,
14570,Error without errortext (245),Error without errortext (245),Error without errortext (245),
30954,Help,Help,Help,
